category,shopping_mall,age,quantity,price,month
1,9,45,0,25,1
2,2,12,2,20,6
6,5,48,1,34,10
3,1,7,3,5,1
1,7,50,4,32,11
5,9,21,4,14,2
1,4,4,4,32,1
6,3,16,1,34,5
7,6,10,3,21,9
6,8,26,3,38,9
1,3,44,1,26,9
4,5,37,1,31,11
1,4,39,0,25,8
6,5,41,4,39,6
1,5,16,0,25,0
1,1,3,0,25,9
1,7,25,1,26,2
6,6,20,2,37,4
1,2,31,4,32,1
1,7,22,2,28,3
1,7,25,4,32,4
3,5,38,1,1,6
4,0,22,0,27,10
2,3,17,0,11,2
7,2,14,4,23,9
1,9,21,2,28,6
4,6,40,4,36,4
0,4,50,0,3,4
1,5,21,4,32,5
1,9,6,2,28,11
1,5,39,1,26,7
0,4,36,3,15,5
2,0,33,0,11,0
1,4,49,3,30,1
3,7,1,1,1,6
7,4,27,3,21,0
1,9,38,1,26,9
1,5,48,0,25,4
1,6,9,0,25,0
1,0,46,2,28,8
2,7,19,4,24,2
1,6,22,2,28,9
1,3,50,0,25,11
6,4,7,4,39,5
2,5,36,0,11,2
4,1,5,2,33,8
2,1,27,1,18,5
5,4,42,1,6,7
1,6,15,0,25,2
1,0,42,3,30,2
6,7,40,3,38,1
4,9,42,1,31,11
2,6,33,2,20,8
5,6,18,2,9,6
1,3,31,1,26,0
6,6,23,0,29,6
4,3,0,1,31,1
7,4,31,0,10,7
1,2,43,4,32,10
5,7,16,4,14,2
2,0,39,4,24,11
2,1,35,4,24,5
1,3,21,0,25,4
7,2,13,2,19,6
6,3,22,2,37,7
1,4,40,2,28,0
1,0,46,1,26,0
1,4,44,0,25,1
1,5,47,0,25,0
1,9,18,4,32,8
7,4,30,4,23,0
7,5,16,1,16,1
1,7,43,3,30,10
4,5,47,1,31,10
4,1,4,1,31,0
7,7,40,0,10,11
2,5,12,0,11,9
1,5,49,4,32,1
2,0,1,3,22,0
1,7,24,0,25,1
5,3,7,2,9,1
2,7,46,4,24,2
2,0,19,1,18,11
1,5,3,3,30,9
2,2,44,1,18,4
0,2,31,4,17,9
2,3,33,1,18,2
3,0,42,0,0,1
3,7,42,0,0,11
1,7,23,2,28,8
7,1,42,0,10,6
1,6,19,4,32,10
4,5,26,0,27,8
3,6,7,4,7,3
2,9,37,0,11,9
5,4,41,0,2,10
7,6,16,4,23,5
2,3,49,3,22,5
7,4,25,0,10,3
1,6,2,4,32,5
1,5,25,3,30,0
0,5,7,1,8,11
0,8,36,0,3,9
1,6,21,0,25,3
2,9,40,0,11,1
2,3,41,3,22,6
7,1,3,1,16,10
2,6,48,3,22,10
1,6,42,4,32,1
1,1,45,0,25,10
7,5,15,2,19,2
1,5,39,2,28,5
3,5,35,4,7,4
2,1,33,4,24,0
3,9,42,1,1,1
2,3,47,3,22,2
2,5,18,3,22,0
4,8,41,3,35,9
4,7,33,3,35,1
1,0,36,3,30,0
1,6,34,2,28,5
1,4,17,1,26,2
3,4,18,0,0,6
7,7,33,0,10,1
4,1,19,4,36,5
1,4,21,1,26,1
1,4,8,1,26,4
3,6,3,1,1,0
1,4,20,0,25,8
1,7,30,4,32,6
1,4,12,0,25,8
4,4,35,4,36,3
4,5,50,3,35,7
7,9,24,3,21,0
1,4,24,3,30,6
3,4,17,3,5,0
3,4,41,0,0,6
7,1,40,3,21,10
5,4,44,1,6,11
1,3,17,1,26,2
7,3,17,4,23,4
7,3,27,0,10,5
2,4,18,2,20,1
4,5,41,3,35,10
4,3,30,3,35,10
1,6,23,3,30,6
7,6,3,2,19,1
5,4,42,2,9,6
3,4,46,1,1,1
1,2,7,3,30,10
1,1,6,1,26,6
4,5,22,3,35,5
1,5,39,3,30,1
4,4,50,0,27,6
7,6,1,4,23,1
1,4,35,4,32,6
7,8,41,0,10,0
2,0,7,1,18,11
2,3,22,4,24,6
1,6,35,3,30,10
4,5,50,3,35,1
4,7,49,0,27,7
3,9,34,3,5,9
3,0,18,3,5,7
1,2,27,0,25,3
1,5,0,0,25,8
3,1,25,4,7,4
1,3,17,1,26,4
0,4,42,4,17,10
2,6,41,3,22,5
3,5,51,3,5,11
3,7,23,1,1,0
1,5,16,4,32,8
3,2,6,3,5,10
0,6,17,2,12,8
3,5,44,2,4,2
3,1,35,2,4,0
3,5,32,2,4,3
3,4,24,3,5,0
4,6,10,0,27,0
1,9,12,4,32,1
1,7,36,1,26,11
2,0,5,4,24,4
1,5,18,3,30,10
7,5,44,2,19,5
3,1,18,1,1,10
1,7,37,0,25,5
4,7,14,1,31,5
1,6,41,4,32,0
6,7,9,3,38,5
1,4,29,0,25,9
2,5,47,2,20,0
1,5,48,1,26,1
1,6,5,2,28,6
5,1,20,2,9,2
1,2,32,2,28,5
2,8,27,3,22,7
1,4,32,1,26,10
7,2,4,4,23,5
3,7,19,1,1,3
1,3,6,2,28,4
1,4,39,0,25,9
1,4,16,1,26,9
4,3,11,0,27,4
1,7,42,2,28,1
2,3,33,2,20,4
2,3,8,3,22,2
0,8,35,0,3,3
1,4,49,1,26,9
5,4,25,1,6,3
1,4,42,0,25,9
1,9,29,0,25,9
7,1,12,2,19,10
3,6,5,2,4,2
7,5,13,1,16,10
4,5,4,3,35,7
1,4,43,4,32,10
7,3,1,4,23,11
5,3,27,3,13,8
1,6,48,1,26,10
7,1,26,4,23,5
4,7,30,0,27,7
0,4,30,4,17,6
2,6,42,2,20,5
1,5,40,4,32,0
2,7,42,2,20,10
6,5,16,1,34,4
4,5,47,3,35,10
5,6,6,0,2,1
1,9,4,0,25,6
7,3,6,0,10,1
1,1,10,0,25,4
6,7,8,3,38,2
5,0,18,0,2,10
3,5,40,3,5,3
7,0,15,3,21,11
1,4,4,2,28,2
2,8,1,2,20,9
3,0,16,4,7,3
2,4,10,0,11,2
6,7,47,3,38,4
3,4,49,4,7,11
1,9,34,4,32,0
4,4,43,0,27,2
2,5,42,3,22,4
4,2,39,4,36,2
1,6,14,4,32,3
1,5,19,1,26,3
1,5,46,2,28,6
3,3,4,2,4,7
1,6,21,0,25,0
7,0,16,4,23,7
2,3,17,1,18,3
3,9,42,0,0,0
3,5,20,1,1,1
3,7,18,4,7,6
7,0,12,1,16,0
1,0,12,3,30,2
1,7,20,1,26,0
3,6,19,1,1,7
3,8,29,2,4,3
2,7,21,3,22,0
1,5,10,2,28,0
3,3,25,4,7,6
1,4,38,3,30,7
3,3,35,4,7,2
7,5,21,2,19,1
3,4,33,1,1,5
6,4,35,2,37,9
1,3,24,2,28,2
1,7,22,2,28,7
1,6,45,1,26,8
1,0,41,1,26,2
3,3,42,3,5,5
6,4,5,4,39,9
1,6,18,1,26,11
2,3,2,4,24,1
2,4,28,1,18,9
1,4,24,1,26,2
3,5,6,1,1,6
2,5,33,1,18,11
1,4,14,4,32,9
5,5,25,4,14,6
5,3,14,2,9,9
0,5,17,1,8,6
6,0,12,2,37,5
0,7,37,4,17,8
3,1,4,2,4,8
2,3,51,4,24,6
1,6,33,4,32,0
7,3,16,2,19,7
1,4,0,0,25,11
4,5,4,4,36,2
2,5,3,3,22,6
3,1,42,3,5,11
1,4,2,4,32,11
2,3,17,3,22,3
0,2,48,1,8,0
3,3,28,3,5,1
2,6,39,0,11,7
7,3,15,4,23,0
6,3,6,3,38,1
4,7,2,1,31,1
5,5,4,0,2,10
1,4,5,2,28,5
2,3,1,4,24,9
1,8,21,4,32,2
5,4,20,0,2,7
5,4,32,1,6,4
1,6,43,4,32,11
1,4,40,3,30,9
5,6,48,3,13,6
4,2,12,4,36,4
1,6,49,0,25,0
1,5,35,2,28,2
1,6,33,1,26,6
1,3,1,3,30,2
4,5,39,4,36,10
5,3,35,1,6,7
7,4,33,4,23,10
7,3,26,0,10,5
7,4,3,2,19,7
2,7,7,3,22,4
6,6,25,4,39,10
1,5,35,3,30,6
1,3,48,3,30,9
6,1,30,4,39,4
1,2,8,1,26,1
1,1,6,0,25,1
1,0,6,2,28,11
4,4,31,3,35,10
1,7,47,0,25,4
2,3,26,2,20,11
3,5,15,1,1,10
4,5,47,4,36,0
1,3,18,1,26,8
1,4,34,4,32,4
2,5,40,4,24,3
4,3,7,3,35,5
7,4,21,1,16,6
1,9,4,3,30,8
3,5,40,2,4,6
1,6,7,4,32,0
1,5,22,1,26,10
1,1,4,2,28,9
1,6,47,1,26,8
1,8,40,1,26,2
1,6,49,1,26,4
1,9,51,2,28,10
4,6,42,2,33,7
7,4,10,1,16,5
1,4,7,4,32,9
2,4,23,0,11,3
6,5,37,0,29,11
3,8,22,4,7,3
6,6,43,0,29,10
1,5,45,1,26,0
4,7,15,1,31,1
1,1,39,0,25,10
1,4,6,3,30,1
6,4,22,0,29,9
6,4,46,1,34,3
1,5,0,0,25,3
3,3,22,0,0,1
2,8,44,4,24,9
6,5,42,3,38,0
1,9,11,1,26,9
2,7,31,4,24,4
1,6,40,1,26,0
3,6,47,1,1,3
7,6,15,3,21,10
3,5,44,3,5,8
3,8,7,4,7,11
1,4,7,3,30,8
2,5,43,1,18,2
1,6,13,3,30,1
1,3,4,4,32,10
4,2,5,3,35,5
1,7,3,1,26,7
5,4,27,0,2,9
2,8,42,3,22,10
4,2,13,3,35,6
2,0,50,2,20,0
1,6,33,1,26,9
3,0,39,4,7,1
2,5,34,3,22,5
1,5,13,2,28,9
2,6,51,2,20,1
1,7,51,3,30,3
7,5,38,2,19,8
3,7,32,3,5,6
5,5,45,1,6,10
1,5,21,0,25,4
2,5,3,1,18,6
0,6,50,1,8,7
1,0,13,0,25,0
7,6,49,1,16,6
4,7,45,1,31,2
2,1,46,3,22,5
7,7,38,0,10,0
4,1,45,4,36,11
3,2,15,3,5,8
3,6,41,2,4,6
3,6,23,0,0,11
6,6,0,2,37,2
1,5,18,1,26,0
4,6,44,3,35,0
1,6,42,4,32,2
5,4,4,4,14,1
2,9,9,4,24,4
1,2,49,3,30,0
1,4,33,4,32,4
4,3,29,0,27,6
3,0,12,0,0,0
5,6,42,0,2,5
1,4,36,4,32,2
3,4,5,2,4,7
3,6,43,4,7,9
3,5,7,0,0,8
3,3,22,2,4,3
0,2,8,2,12,11
7,0,43,2,19,1
4,6,0,0,27,5
2,3,2,2,20,5
2,4,32,2,20,7
1,3,33,4,32,8
7,6,26,1,16,6
4,0,50,0,27,11
3,4,3,4,7,2
1,6,50,4,32,2
2,5,3,3,22,1
2,3,43,0,11,5
1,3,37,3,30,3
4,7,50,4,36,2
5,6,43,1,6,6
1,3,7,1,26,0
3,3,18,4,7,9
1,5,38,4,32,2
1,1,14,1,26,9
2,5,11,4,24,4
1,2,7,1,26,10
7,4,28,4,23,2
3,7,27,0,0,4
1,6,25,0,25,8
7,4,16,0,10,8
7,5,33,1,16,3
2,5,0,1,18,9
1,2,37,3,30,5
1,7,46,1,26,0
1,4,34,1,26,7
1,3,28,4,32,9
1,2,25,2,28,5
5,7,50,2,9,5
3,4,41,2,4,5
1,5,26,2,28,9
1,4,18,2,28,7
1,7,47,0,25,3
2,8,32,1,18,4
1,6,26,4,32,1
1,5,44,0,25,11
7,8,1,1,16,7
7,6,40,0,10,9
3,7,4,4,7,1
1,2,45,2,28,8
4,9,38,0,27,0
1,5,43,3,30,9
7,4,16,3,21,6
1,1,12,2,28,9
3,7,9,1,1,7
6,4,37,4,39,0
6,4,21,1,34,9
4,4,32,4,36,10
7,6,3,1,16,5
1,5,21,1,26,7
1,7,16,2,28,1
7,3,6,1,16,0
4,7,18,4,36,0
3,4,49,2,4,4
1,9,50,4,32,6
2,5,46,1,18,11
6,4,34,1,34,9
2,5,43,3,22,1
1,7,17,4,32,10
3,0,24,0,0,10
7,4,32,0,10,9
5,5,23,4,14,7
5,1,19,2,9,11
3,7,30,3,5,0
2,7,43,4,24,0
1,9,43,3,30,7
7,6,16,1,16,9
1,1,25,3,30,8
6,7,47,4,39,0
5,3,47,4,14,8
4,5,37,0,27,5
1,7,36,0,25,8
1,4,4,0,25,0
6,3,6,1,34,8
1,5,41,0,25,8
1,3,19,1,26,8
3,5,47,0,0,9
2,5,23,4,24,6
1,7,18,0,25,10
1,7,9,0,25,5
7,8,49,4,23,9
1,5,4,1,26,5
1,6,29,3,30,7
6,8,17,1,34,6
1,4,50,1,26,2
0,5,8,4,17,11
0,3,21,2,12,0
1,5,31,4,32,2
1,5,27,3,30,6
7,6,22,0,10,3
3,5,41,0,0,11
7,7,23,0,10,8
1,7,47,3,30,8
2,5,5,3,22,0
1,6,36,1,26,6
7,4,7,0,10,3
7,5,27,2,19,1
5,6,24,0,2,3
1,3,27,3,30,8
7,3,45,3,21,9
7,6,5,0,10,11
1,6,12,4,32,2
2,5,17,3,22,9
1,4,18,3,30,9
4,7,4,4,36,5
1,8,46,1,26,7
3,8,23,1,1,8
2,7,5,3,22,4
1,4,33,3,30,3
2,5,3,4,24,0
3,2,47,2,4,5
6,5,1,3,38,2
4,6,49,1,31,9
6,0,7,0,29,7
3,3,13,0,0,4
7,8,30,2,19,11
3,5,14,0,0,1
1,4,33,0,25,8
2,4,7,2,20,7
7,9,44,1,16,10
7,9,25,2,19,4
4,5,42,1,31,10
7,5,43,0,10,1
1,3,42,3,30,1
2,6,7,4,24,8
2,4,24,1,18,0
5,6,27,4,14,0
5,5,16,2,9,1
6,5,22,4,39,9
2,9,4,0,11,1
7,5,19,1,16,1
1,3,48,2,28,8
5,5,18,3,13,3
1,5,17,3,30,6
7,1,47,2,19,2
2,5,31,3,22,7
5,3,36,4,14,11
1,5,51,0,25,0
7,4,7,4,23,8
2,4,22,3,22,1
4,5,29,4,36,11
5,6,32,0,2,4
1,1,18,1,26,10
6,5,7,1,34,8
3,0,8,1,1,11
6,6,25,1,34,2
1,7,45,0,25,10
2,4,31,3,22,6
2,3,24,2,20,8
7,4,6,2,19,6
2,6,22,0,11,0
6,4,46,1,34,1
0,5,29,4,17,2
4,4,45,2,33,2
1,0,28,3,30,0
1,9,51,1,26,2
1,6,9,2,28,2
1,4,40,1,26,3
7,0,46,1,16,9
7,6,44,3,21,0
3,5,10,0,0,6
7,5,46,3,21,6
1,7,13,3,30,9
3,8,22,1,1,7
4,6,15,0,27,1
4,8,6,4,36,7
3,4,40,2,4,10
1,7,24,3,30,0
4,3,31,3,35,10
2,3,33,4,24,3
2,0,46,2,20,1
3,4,43,3,5,4
1,7,24,4,32,7
4,7,22,2,33,5
1,4,46,2,28,3
7,9,3,0,10,11
7,6,17,3,21,0
1,5,43,3,30,7
7,5,12,0,10,9
2,9,32,0,11,3
1,3,40,0,25,9
1,9,32,0,25,0
4,4,11,0,27,5
1,7,36,1,26,6
4,4,24,4,36,7
1,3,38,1,26,1
7,5,3,3,21,3
1,0,11,3,30,10
1,3,28,3,30,11
1,8,40,4,32,10
0,6,46,1,8,4
1,5,49,1,26,6
3,0,41,3,5,0
4,4,44,4,36,11
1,3,38,0,25,11
1,5,42,3,30,8
4,4,38,1,31,0
4,2,26,4,36,1
1,8,21,1,26,0
1,5,40,3,30,1
1,1,15,4,32,0
3,9,25,0,0,1
7,5,18,4,23,10
4,4,18,4,36,3
1,3,12,1,26,2
1,9,4,2,28,0
1,4,43,4,32,9
1,4,36,1,26,6
4,6,23,4,36,7
2,8,30,2,20,0
7,3,30,1,16,1
1,5,8,0,25,4
6,6,40,2,37,1
2,7,12,4,24,2
7,8,49,3,21,11
7,0,32,1,16,7
2,4,7,4,24,5
3,2,24,1,1,2
1,6,48,4,32,3
4,9,15,4,36,3
3,1,42,0,0,4
1,3,29,0,25,5
0,0,17,4,17,5
1,6,47,2,28,6
3,6,3,3,5,2
2,5,21,4,24,3
2,4,17,1,18,0
6,2,33,4,39,3
5,4,11,2,9,5
1,4,0,3,30,5
1,5,17,1,26,2
4,5,1,3,35,6
7,7,11,4,23,0
0,0,43,2,12,2
1,8,7,0,25,6
2,3,42,1,18,2
0,4,6,0,3,5
1,5,25,4,32,0
1,5,30,3,30,6
5,4,3,3,13,5
7,3,20,1,16,9
3,2,7,3,5,2
0,7,41,2,12,2
7,3,37,0,10,5
7,8,14,1,16,4
4,7,34,1,31,8
7,2,29,1,16,10
1,1,32,0,25,0
2,4,0,4,24,5
3,5,20,2,4,11
1,4,51,0,25,3
1,5,8,4,32,4
3,6,33,3,5,8
3,7,12,3,5,10
2,5,49,1,18,0
1,4,44,2,28,10
1,6,21,2,28,1
3,6,46,2,4,3
3,8,5,3,5,11
4,5,49,3,35,1
1,0,38,3,30,9
3,0,16,2,4,1
4,0,13,1,31,6
1,6,0,4,32,0
2,1,14,2,20,0
3,5,26,0,0,3
1,9,45,3,30,10
3,0,35,4,7,11
2,4,27,2,20,2
1,5,18,0,25,4
3,6,26,4,7,0
6,5,46,3,38,7
1,3,3,2,28,0
1,6,7,0,25,5
3,2,34,2,4,9
1,3,36,3,30,6
7,3,15,4,23,4
2,6,45,3,22,6
2,7,28,0,11,6
1,8,21,0,25,6
7,0,50,2,19,8
2,6,20,1,18,1
1,4,46,0,25,10
1,0,3,0,25,1
4,7,42,3,35,2
1,5,38,0,25,6
4,7,29,2,33,7
6,5,2,0,29,9
1,6,32,0,25,0
4,4,25,0,27,4
1,0,21,0,25,0
2,8,2,3,22,1
1,6,34,1,26,1
4,9,31,3,35,11
5,6,45,0,2,4
1,5,1,4,32,0
6,7,15,0,29,6
0,4,35,0,3,1
1,3,49,2,28,0
1,1,31,4,32,8
2,3,19,3,22,5
1,7,5,1,26,11
2,2,40,0,11,11
4,5,45,1,31,8
7,5,21,0,10,1
4,1,23,3,35,0
1,5,50,2,28,2
7,7,39,3,21,4
4,4,28,3,35,8
1,4,2,2,28,0
1,0,34,0,25,7
0,5,1,3,15,7
4,0,29,4,36,9
1,7,4,2,28,2
2,5,4,3,22,1
6,7,7,4,39,3
5,2,42,1,6,4
7,4,15,4,23,6
5,6,7,2,9,3
7,6,20,3,21,3
3,7,11,4,7,5
1,4,46,2,28,11
1,4,18,2,28,0
5,7,5,2,9,5
1,2,14,2,28,8
1,6,11,1,26,8
7,6,12,2,19,10
6,7,41,2,37,9
1,7,11,3,30,11
4,5,11,3,35,11
1,5,30,0,25,4
4,4,8,0,27,10
1,2,50,4,32,1
5,4,43,1,6,11
1,4,28,4,32,6
2,4,46,2,20,2
4,0,39,1,31,7
0,5,38,3,15,11
7,4,21,4,23,1
6,7,20,1,34,7
6,3,21,2,37,7
7,4,41,2,19,7
1,3,0,4,32,2
3,6,44,4,7,10
3,5,5,4,7,0
7,9,17,2,19,9
1,3,4,1,26,2
4,7,6,3,35,0
4,8,4,3,35,8
5,5,21,0,2,0
0,4,27,0,3,9
1,2,33,4,32,2
3,6,28,0,0,9
1,0,47,2,28,8
7,1,1,1,16,1
7,0,2,3,21,7
1,5,29,2,28,0
4,3,27,4,36,4
1,4,18,4,32,3
1,6,30,3,30,2
1,9,23,4,32,10
1,4,19,3,30,3
6,5,28,4,39,3
0,5,16,3,15,11
3,4,34,1,1,3
4,0,36,0,27,8
1,7,17,2,28,0
0,4,25,2,12,8
2,4,35,0,11,10
1,3,1,4,32,4
5,5,36,4,14,8
1,4,46,0,25,6
2,4,38,1,18,6
6,9,17,3,38,11
1,2,17,3,30,2
4,4,10,1,31,4
1,7,49,0,25,11
1,3,3,4,32,1
3,4,19,1,1,2
1,4,12,0,25,3
2,5,22,4,24,6
7,5,1,2,19,2
1,6,48,4,32,2
0,7,2,4,17,0
0,9,26,1,8,9
7,5,42,1,16,9
1,0,20,4,32,11
1,1,35,1,26,0
3,6,47,2,4,10
2,6,43,3,22,6
3,6,20,2,4,5
7,9,0,2,19,3
6,7,20,1,34,7
1,4,20,3,30,10
7,2,50,4,23,3
5,5,18,0,2,6
1,4,14,4,32,0
5,4,41,1,6,7
4,4,5,4,36,5
3,4,16,0,0,7
1,6,36,3,30,9
1,5,27,3,30,2
1,0,3,2,28,0
7,7,48,2,19,2
1,2,33,3,30,1
1,4,19,3,30,6
3,7,22,2,4,9
7,5,35,0,10,1
3,5,46,4,7,1
3,6,1,4,7,11
2,3,8,0,11,8
2,4,15,2,20,0
4,5,12,3,35,5
5,4,17,2,9,7
7,5,18,2,19,5
3,4,14,2,4,9
3,3,19,0,0,8
1,4,42,4,32,0
1,4,29,3,30,3
1,5,20,3,30,0
1,5,0,1,26,0
5,5,15,2,9,2
1,6,28,3,30,10
1,2,11,2,28,11
6,5,22,3,38,0
2,0,32,2,20,11
1,8,15,1,26,1
1,0,25,4,32,5
2,5,42,2,20,11
6,0,7,0,29,1
3,4,14,4,7,1
0,7,40,0,3,5
3,1,5,2,4,10
1,6,39,1,26,11
1,0,46,2,28,5
1,9,36,4,32,4
1,5,35,1,26,9
2,4,14,0,11,7
1,5,36,2,28,10
1,4,45,1,26,0
7,6,21,3,21,1
4,5,45,0,27,1
1,5,31,1,26,6
6,6,18,0,29,6
1,4,16,4,32,2
1,7,20,3,30,7
2,7,36,3,22,0
6,5,12,2,37,1
5,1,43,0,2,5
7,5,11,4,23,7
0,8,3,3,15,4
5,3,22,1,6,11
7,8,36,4,23,0
7,4,28,3,21,2
1,4,7,2,28,5
1,5,38,1,26,5
4,8,21,0,27,11
6,2,13,1,34,9
2,1,17,4,24,9
1,4,9,0,25,1
1,2,29,2,28,10
4,1,26,0,27,9
4,4,4,2,33,5
3,4,10,1,1,1
2,6,2,0,11,7
3,4,22,2,4,10
1,5,36,4,32,3
0,4,17,1,8,10
5,4,49,0,2,0
1,5,46,1,26,1
1,7,11,1,26,11
1,4,11,3,30,0
4,6,30,1,31,2
2,1,38,4,24,0
2,5,48,4,24,8
3,5,8,3,5,10
3,0,27,0,0,9
2,3,38,0,11,9
2,7,6,0,11,5
1,7,15,1,26,8
1,4,38,4,32,2
3,7,44,0,0,11
3,9,2,4,7,7
4,6,31,2,33,10
7,4,45,3,21,8
7,7,48,0,10,0
1,4,17,3,30,2
1,6,16,4,32,2
1,4,20,1,26,5
3,4,9,0,0,5
1,6,3,1,26,5
1,0,31,1,26,10
1,1,42,3,30,6
0,5,44,0,3,2
2,6,5,4,24,9
4,5,41,3,35,6
7,6,28,3,21,3
1,3,6,3,30,9
6,4,19,2,37,3
1,5,38,0,25,8
2,4,51,1,18,6
3,4,51,2,4,6
0,8,20,0,3,0
6,2,21,1,34,3
1,6,8,1,26,9
3,0,12,2,4,0
1,5,4,3,30,5
2,2,34,1,18,6
1,7,46,4,32,2
4,5,4,1,31,4
2,5,31,1,18,1
2,3,39,4,24,5
1,6,40,1,26,8
1,1,18,4,32,6
7,5,17,2,19,11
7,4,40,0,10,8
1,4,26,0,25,8
7,3,50,4,23,9
1,4,22,3,30,1
1,5,34,3,30,2
3,7,45,2,4,0
4,5,35,4,36,4
1,6,35,2,28,6
3,4,3,1,1,6
7,5,43,4,23,10
1,5,14,0,25,2
0,5,36,1,8,0
3,0,51,2,4,9
1,7,45,4,32,8
5,9,23,1,6,9
3,6,36,2,4,7
3,5,39,2,4,9
3,6,15,1,1,0
1,5,14,3,30,8
1,9,17,1,26,9
7,5,21,2,19,0
5,5,46,1,6,0
2,3,34,3,22,10
4,7,18,0,27,1
1,6,17,4,32,7
1,1,32,3,30,2
3,1,14,1,1,11
1,2,9,1,26,0
2,6,51,0,11,8
6,7,4,0,29,7
6,6,12,4,39,6
6,3,23,1,34,3
5,5,1,4,14,1
3,1,6,1,1,9
3,6,40,2,4,7
1,7,14,3,30,7
3,5,20,0,0,2
4,3,44,3,35,6
3,5,2,0,0,9
3,3,14,4,7,4
1,3,32,0,25,6
1,5,4,2,28,1
5,8,10,1,6,3
7,7,29,1,16,5
1,7,25,4,32,1
2,4,33,4,24,11
2,4,13,3,22,1
1,6,9,1,26,9
6,4,9,0,29,1
2,5,37,1,18,6
1,7,30,2,28,0
1,4,8,0,25,8
7,6,34,4,23,1
2,5,8,1,18,1
1,5,5,0,25,9
3,3,16,1,1,10
4,4,48,3,35,5
1,3,36,4,32,11
1,6,19,1,26,6
3,7,32,3,5,3
2,7,27,2,20,0
2,4,24,2,20,7
1,2,49,0,25,9
1,4,20,4,32,9
5,5,28,4,14,6
1,4,5,4,32,4
1,4,13,3,30,4
3,7,1,4,7,11
1,5,6,1,26,5
4,4,41,1,31,2
1,9,22,3,30,3
1,4,27,4,32,1
0,8,33,0,3,6
3,7,4,2,4,7
1,2,13,2,28,8
5,3,8,1,6,0
2,2,40,1,18,10
3,7,33,0,0,5
2,0,31,3,22,1
2,4,26,0,11,1
2,3,9,3,22,6
1,5,13,3,30,10
7,7,50,3,21,5
4,3,21,3,35,4
2,1,22,3,22,6
2,4,25,0,11,2
1,6,12,1,26,2
0,3,47,1,8,11
1,7,4,3,30,0
1,8,48,1,26,10
1,6,17,3,30,2
5,6,40,2,9,0
3,5,47,4,7,10
7,6,2,3,21,7
1,3,30,3,30,4
2,5,49,4,24,9
6,8,40,2,37,7
3,5,51,3,5,0
2,9,8,4,24,8
3,1,44,1,1,7
1,7,0,0,25,8
3,5,9,3,5,7
7,2,32,0,10,2
0,4,29,1,8,3
7,0,44,2,19,5
1,7,16,0,25,4
2,3,40,1,18,1
7,5,1,0,10,7
1,6,9,4,32,8
3,1,1,2,4,1
1,5,21,3,30,5
1,7,3,3,30,1
1,0,10,3,30,2
5,3,5,4,14,1
1,6,45,3,30,11
2,5,23,4,24,6
1,6,49,0,25,5
2,8,47,3,22,10
7,7,19,3,21,1
1,4,30,0,25,5
3,6,3,1,1,8
0,5,16,0,3,5
7,4,9,4,23,9
0,6,46,1,8,1
1,6,19,3,30,2
2,5,41,4,24,10
1,6,46,0,25,8
1,5,46,3,30,6
0,6,33,1,8,0
2,6,4,4,24,2
1,4,37,3,30,9
2,0,21,3,22,0
2,6,34,3,22,11
7,5,32,3,21,5
4,3,3,3,35,3
1,3,6,2,28,7
6,9,29,4,39,8
7,5,44,2,19,2
7,8,25,4,23,7
3,4,30,3,5,1
1,5,5,1,26,1
1,5,37,0,25,6
3,5,8,4,7,11
1,5,43,3,30,6
4,4,20,4,36,9
2,7,34,3,22,11
1,2,20,4,32,6
1,6,0,2,28,7
1,2,27,0,25,3
1,4,0,0,25,0
4,5,8,2,33,6
7,5,34,3,21,10
1,8,40,0,25,5
2,6,5,4,24,7
4,8,3,4,36,10
1,9,19,2,28,9
1,9,45,3,30,4
1,7,1,1,26,1
1,6,14,1,26,4
1,4,32,1,26,8
1,5,9,4,32,6
1,7,8,0,25,8
4,6,2,1,31,11
1,5,39,4,32,11
1,7,11,3,30,3
4,7,18,4,36,6
4,7,47,3,35,10
2,4,33,0,11,9
1,4,41,2,28,3
1,4,36,1,26,1
6,5,18,4,39,9
2,4,11,2,20,2
1,1,29,2,28,1
3,1,8,4,7,4
3,4,2,3,5,5
1,9,49,1,26,5
3,4,20,3,5,4
3,3,28,1,1,4
1,4,36,3,30,9
4,9,13,4,36,7
7,4,51,4,23,10
1,4,46,0,25,3
4,8,47,0,27,4
5,0,48,2,9,3
5,1,7,0,2,11
7,6,37,3,21,9
1,8,2,2,28,7
5,2,10,3,13,7
2,3,31,4,24,10
5,5,50,3,13,5
7,4,50,2,19,4
2,4,41,1,18,1
3,9,4,4,7,9
1,9,51,1,26,0
7,8,44,1,16,11
1,6,3,1,26,3
3,8,14,4,7,6
1,1,5,2,28,1
4,9,10,1,31,2
1,7,15,4,32,9
1,6,9,2,28,2
1,5,26,4,32,1
4,9,43,4,36,6
2,7,33,0,11,4
2,6,35,3,22,1
2,0,3,2,20,7
6,2,30,2,37,0
1,8,25,3,30,7
2,7,47,3,22,9
2,5,36,4,24,9
3,9,0,4,7,5
3,4,5,2,4,5
7,4,30,3,21,1
3,8,14,0,0,2
5,0,39,0,2,3
1,6,5,3,30,5
6,4,49,2,37,2
4,5,19,4,36,1
2,2,30,3,22,1
1,4,32,2,28,10
1,4,20,3,30,0
1,2,22,2,28,1
3,0,41,4,7,5
0,6,0,3,15,0
1,5,27,2,28,9
1,7,31,4,32,3
