category,shopping_mall,gender,age,quantity,price,month,year,payment_method
7,8,1,12,1,16,8,1,1
4,4,0,21,4,36,2,1,1
1,4,0,44,0,25,5,0,0
1,1,0,43,3,30,7,1,0
5,7,0,39,4,14,0,1,1
5,4,0,51,4,14,8,1,0
1,5,1,44,1,26,4,0,0
1,8,1,9,4,32,2,1,0
2,7,1,39,0,11,10,1,1
3,7,1,32,0,0,7,0,1
1,4,0,28,2,28,6,0,0
1,2,0,22,4,32,6,1,0
1,4,1,17,0,25,7,1,1
3,6,0,4,0,0,2,1,0
0,5,1,19,2,12,1,1,1
2,5,0,10,2,20,9,0,1
1,3,0,5,2,28,6,0,1
2,3,0,34,3,22,1,0,1
1,3,0,8,1,26,0,0,1
2,7,1,37,4,24,3,1,0
6,4,1,47,3,38,8,1,0
4,8,1,51,1,31,11,0,1
3,1,0,6,3,5,7,0,0
7,5,0,41,2,19,3,1,0
2,9,1,40,3,22,1,1,0
3,7,0,45,2,4,11,1,1
0,3,1,48,0,3,4,1,1
3,4,0,27,1,1,6,0,1
4,5,0,17,0,27,3,1,0
1,8,1,19,3,30,6,0,0
4,5,0,7,3,35,5,0,1
4,5,1,34,3,35,7,0,0
3,5,1,46,3,5,10,1,0
4,6,0,24,2,33,1,2,0
2,4,1,3,4,24,11,1,1
5,4,1,41,0,2,10,0,1
1,4,0,14,3,30,11,0,0
4,4,1,37,3,35,4,1,0
6,6,1,3,3,38,11,1,0
2,4,0,14,1,18,0,2,1
0,3,1,51,0,3,7,0,1
2,1,0,47,1,18,8,1,0
4,3,0,25,2,33,10,1,0
1,6,0,24,1,26,6,1,1
3,6,0,26,2,4,6,1,0
7,4,0,9,1,16,11,0,1
3,6,0,35,3,5,7,1,0
3,7,0,21,2,4,4,0,0
1,7,0,6,2,28,11,1,0
6,1,0,44,1,34,6,0,1
4,5,0,3,3,35,2,0,1
2,5,0,51,0,11,1,0,1
2,6,1,8,4,24,6,1,0
2,5,0,12,4,24,1,2,0
1,1,1,35,3,30,3,1,0
3,3,0,20,4,7,11,1,0
5,0,1,48,1,6,0,2,1
1,6,1,49,3,30,5,0,1
3,2,1,5,2,4,7,1,1
1,5,0,5,3,30,7,1,1
0,2,1,4,4,17,4,1,1
3,4,0,42,4,7,2,2,1
6,5,0,49,3,38,10,1,1
1,4,1,50,1,26,2,1,0
4,2,0,13,0,27,5,1,1
4,7,1,41,4,36,7,0,0
1,6,1,4,4,32,1,2,0
1,6,0,4,2,28,1,0,1
3,5,0,50,0,0,2,1,0
2,3,0,47,3,22,10,1,0
3,7,1,4,3,5,5,0,1
1,6,1,39,2,28,1,2,0
2,0,0,46,0,11,1,0,0
7,1,0,10,2,19,2,1,1
1,5,1,1,1,26,0,0,0
5,7,0,3,3,13,2,1,1
2,9,0,45,0,11,2,1,0
3,4,0,12,4,7,0,1,0
1,7,1,11,3,30,0,0,1
3,4,1,26,1,1,10,1,1
7,5,1,34,1,16,10,1,0
7,7,0,17,0,10,6,0,0
1,7,0,5,4,32,3,0,0
1,8,0,3,4,32,5,1,0
0,6,0,9,1,8,6,1,0
1,6,0,43,1,26,9,1,0
7,6,0,21,3,21,4,1,1
3,1,0,49,1,1,0,0,0
3,5,0,22,1,1,7,1,1
3,7,1,4,4,7,2,1,0
3,3,1,8,1,1,11,0,0
4,7,1,37,3,35,4,0,0
1,4,1,50,2,28,5,0,1
1,3,0,20,2,28,11,0,0
6,4,0,21,1,34,5,1,1
3,7,0,1,0,0,1,0,0
7,5,0,29,4,23,6,0,0
7,5,0,10,2,19,0,1,0
2,5,1,12,0,11,10,0,1
0,4,1,51,0,3,1,2,0
6,3,0,6,4,39,2,0,1
7,5,0,36,1,16,3,0,0
1,0,1,32,0,25,1,2,0
5,3,1,5,2,9,5,0,0
2,5,0,37,4,24,5,0,1
2,9,0,39,4,24,0,1,0
2,5,1,7,0,11,6,1,1
1,0,0,27,1,26,0,2,0
1,5,1,32,3,30,2,2,1
4,8,0,32,3,35,5,0,0
2,6,1,48,4,24,6,0,0
2,3,0,2,1,18,0,2,1
1,6,0,12,3,30,10,1,0
6,4,0,8,0,29,8,1,0
3,7,1,29,2,4,0,2,0
1,4,0,20,1,26,7,0,0
2,6,1,42,1,18,8,0,1
3,4,0,21,1,1,11,0,1
4,4,0,50,2,33,11,0,0
3,1,0,24,2,4,5,1,0
7,5,1,49,3,21,2,1,0
7,8,0,26,4,23,9,1,0
2,0,1,20,3,22,10,1,0
0,0,1,33,4,17,1,0,0
5,4,0,49,1,6,6,1,1
1,3,0,23,2,28,1,0,0
1,3,0,24,3,30,1,1,1
0,4,1,11,4,17,9,0,1
1,4,0,10,3,30,6,1,0
1,3,1,17,1,26,1,1,1
2,4,0,34,2,20,2,1,0
3,4,0,25,2,4,7,0,1
3,5,0,34,4,7,4,0,0
1,0,1,13,0,25,3,0,0
2,5,0,43,4,24,8,1,1
5,4,0,7,4,14,2,0,0
0,5,0,21,1,8,5,1,1
4,5,0,10,0,27,0,2,1
3,4,0,9,4,7,6,0,0
2,7,0,22,3,22,7,1,0
1,3,1,8,3,30,10,0,0
6,5,1,33,4,39,8,0,1
1,4,1,45,3,30,7,1,1
1,3,0,22,1,26,2,1,1
3,0,1,24,1,1,5,1,0
4,0,0,46,2,33,1,1,0
1,5,1,18,0,25,6,1,0
2,4,1,18,0,11,9,1,0
2,6,0,51,2,20,7,0,1
7,5,0,12,2,19,3,0,0
2,1,1,37,2,20,4,0,0
3,6,0,5,4,7,9,0,0
7,5,0,45,1,16,7,0,1
6,6,1,21,3,38,7,1,0
6,4,0,49,4,39,8,1,0
6,7,1,13,0,29,9,1,1
3,5,1,48,1,1,1,0,0
4,4,1,45,4,36,2,1,1
3,3,0,25,4,7,8,1,0
1,4,1,29,0,25,0,2,1
2,5,0,15,2,20,5,0,1
1,9,0,0,0,25,11,0,1
2,4,1,44,2,20,6,0,0
0,4,0,36,0,3,11,1,0
5,7,0,16,4,14,1,1,0
2,8,0,22,1,18,7,0,0
1,5,0,33,2,28,1,0,1
1,3,1,17,4,32,10,1,1
1,3,0,25,2,28,11,0,1
1,6,0,41,3,30,7,1,0
1,3,1,10,1,26,9,0,0
0,0,1,4,1,8,4,1,0
1,9,1,22,2,28,5,0,1
4,5,0,27,4,36,0,0,0
1,9,0,17,2,28,6,1,0
1,8,1,3,1,26,4,0,1
4,3,1,40,3,35,0,0,1
1,4,1,2,4,32,3,1,0
7,5,0,45,2,19,9,1,1
4,6,1,20,2,33,9,1,1
1,7,1,36,3,30,8,1,0
1,6,1,40,2,28,3,1,0
2,4,1,40,1,18,4,1,1
0,2,0,44,2,12,9,0,1
6,7,0,15,1,34,7,1,1
5,5,0,22,4,14,11,0,0
3,5,0,37,0,0,7,0,0
3,5,1,39,0,0,10,1,0
1,6,1,9,0,25,0,2,0
1,5,1,7,1,26,0,2,0
4,5,0,11,1,31,7,1,0
3,6,1,29,3,5,1,0,1
7,4,1,45,0,10,11,0,0
0,3,1,46,0,3,11,1,0
4,9,1,18,3,35,0,0,1
3,5,0,9,1,1,11,1,1
1,5,0,19,3,30,0,2,0
1,4,0,16,0,25,2,0,1
7,3,0,51,1,16,9,0,0
1,5,0,35,2,28,4,1,0
3,1,1,26,1,1,9,1,0
2,7,0,21,3,22,5,1,0
4,1,0,51,1,31,8,0,0
1,6,1,2,3,30,2,1,0
1,7,1,18,4,32,4,0,1
1,9,0,8,2,28,11,1,0
6,3,0,50,3,38,10,0,0
0,5,1,14,2,12,10,1,1
3,7,0,10,1,1,0,2,1
2,4,1,47,1,18,11,1,0
1,4,0,46,2,28,2,0,0
1,4,1,42,4,32,10,0,0
2,1,0,13,2,20,2,0,1
1,8,0,42,3,30,0,0,0
5,7,0,7,3,13,1,0,1
2,5,0,9,3,22,10,0,1
2,5,1,6,2,20,0,0,0
1,3,0,18,1,26,9,0,0
4,4,0,43,3,35,11,0,0
6,9,0,24,2,37,10,0,1
7,1,1,40,4,23,2,0,1
1,9,1,28,2,28,7,1,0
5,9,0,1,2,9,6,0,0
7,3,1,28,2,19,4,1,1
3,7,1,39,2,4,0,1,0
4,9,0,31,1,31,11,0,1
1,6,0,34,3,30,10,1,0
1,4,0,26,3,30,4,1,0
2,6,1,39,2,20,0,2,1
1,5,0,19,1,26,8,1,0
1,5,1,21,3,30,8,0,1
0,2,1,13,1,8,6,1,1
6,6,1,29,3,38,11,1,0
6,5,1,25,1,34,1,0,0
1,9,0,3,2,28,1,2,0
1,5,0,30,1,26,5,1,0
1,5,0,12,1,26,4,1,0
1,6,0,20,2,28,6,1,1
3,6,1,47,4,7,10,0,1
6,6,1,27,1,34,6,1,0
2,5,0,32,2,20,5,1,1
2,1,1,12,3,22,6,0,1
1,2,1,51,0,25,11,1,1
1,5,0,26,1,26,9,0,0
7,6,0,3,0,10,8,0,1
1,7,0,50,1,26,4,0,0
7,3,0,24,2,19,1,1,0
1,4,0,18,1,26,0,0,1
3,9,0,50,3,5,4,1,0
7,4,0,43,4,23,9,1,0
1,2,1,26,2,28,4,1,0
0,6,0,43,2,12,6,1,1
6,1,1,42,3,38,2,0,0
4,1,1,19,2,33,1,1,1
2,4,1,50,1,18,3,0,0
3,9,1,45,2,4,8,0,1
3,6,0,40,1,1,4,1,0
2,4,1,31,4,24,0,1,0
1,5,1,14,1,26,7,0,0
7,3,1,51,4,23,6,1,0
1,6,0,43,1,26,5,1,0
4,0,1,3,3,35,8,0,1
3,1,1,3,2,4,10,1,0
2,7,1,41,0,11,2,0,0
1,0,0,21,2,28,9,0,0
6,7,1,26,3,38,1,2,1
5,9,1,15,1,6,8,1,0
1,4,0,42,3,30,1,0,0
4,7,1,30,0,27,10,0,1
6,2,1,21,3,38,11,0,1
2,4,0,12,3,22,4,1,0
3,7,1,2,2,4,2,1,0
2,6,1,24,4,24,10,1,0
1,5,0,39,4,32,4,1,1
2,5,0,21,3,22,8,1,0
4,5,0,25,4,36,2,1,0
0,4,0,8,0,3,1,1,1
1,9,1,9,4,32,9,0,1
1,9,1,15,3,30,8,0,1
1,4,1,0,2,28,3,0,0
3,6,0,34,0,0,9,1,1
6,7,1,11,1,34,8,1,0
4,8,0,50,2,33,6,0,0
1,5,1,48,3,30,0,2,0
2,6,1,49,0,11,11,1,1
6,7,1,36,4,39,5,1,0
3,9,1,21,3,5,2,0,0
5,3,1,38,1,6,2,0,1
1,4,1,17,0,25,10,1,0
3,4,1,26,3,5,4,1,0
7,6,0,5,3,21,2,1,0
1,4,0,42,1,26,8,0,0
3,7,1,22,4,7,3,1,0
1,6,1,10,1,26,0,0,1
5,2,0,29,3,13,2,1,1
0,1,0,29,0,3,11,1,0
2,0,0,36,1,18,7,1,0
3,4,1,21,2,4,0,1,0
3,5,1,8,1,1,8,1,0
4,6,0,13,3,35,2,0,0
2,5,1,30,0,11,9,0,0
5,4,0,4,2,9,6,1,0
7,8,1,18,3,21,9,1,0
1,5,0,26,4,32,7,1,0
3,1,0,1,1,1,0,2,1
3,5,1,33,0,0,2,2,0
7,7,1,11,1,16,10,0,0
5,7,0,32,0,2,8,1,0
2,7,0,3,4,24,3,1,1
3,7,1,37,4,7,4,1,0
5,7,0,13,0,2,5,0,1
2,3,1,48,4,24,4,0,1
4,1,0,24,1,31,1,2,1
2,2,0,44,2,20,0,0,0
0,2,0,15,4,17,8,1,0
4,7,0,30,0,27,9,1,0
4,6,0,41,1,31,6,1,0
7,9,1,18,3,21,6,1,1
1,3,0,50,4,32,6,1,1
2,8,0,24,3,22,8,1,0
5,5,0,28,3,13,9,0,1
1,7,0,12,1,26,0,0,0
7,3,1,2,2,19,8,0,0
4,5,1,27,1,31,5,0,0
1,0,1,1,1,26,8,0,1
4,5,0,1,1,31,1,2,0
4,7,1,3,2,33,6,1,0
2,3,0,41,1,18,4,1,0
3,6,1,18,2,4,7,1,0
1,4,1,0,2,28,7,0,0
1,5,1,16,4,32,8,0,0
1,3,0,6,2,28,1,0,0
2,6,0,3,1,18,11,0,1
2,7,0,46,1,18,2,2,1
1,7,0,4,4,32,9,0,0
0,5,0,21,4,17,11,1,0
2,6,0,29,2,20,2,0,1
4,8,1,35,0,27,4,0,0
1,5,0,11,1,26,3,0,1
1,7,1,23,1,26,6,0,0
1,4,1,48,3,30,9,1,0
6,0,0,15,0,29,8,0,0
2,5,1,32,1,18,2,1,1
1,3,1,36,3,30,11,1,0
0,2,1,29,0,3,10,0,1
3,2,0,10,0,0,2,0,0
2,4,0,12,1,18,1,2,1
7,4,1,42,3,21,2,1,1
3,2,0,11,3,5,7,1,0
2,6,0,31,1,18,5,0,1
1,5,0,21,2,28,2,1,0
1,4,0,38,1,26,6,0,0
7,2,1,19,1,16,0,2,1
7,3,0,15,4,23,1,2,1
1,5,0,12,0,25,10,1,0
1,8,1,6,3,30,0,1,0
4,5,0,12,1,31,9,0,1
4,7,0,16,1,31,5,0,0
1,5,0,5,1,26,7,0,1
3,5,1,6,3,5,8,0,0
1,6,1,23,4,32,0,2,1
6,4,0,50,0,29,9,1,1
1,5,0,26,1,26,11,1,1
4,2,0,13,1,31,10,0,0
3,7,1,6,2,4,8,0,1
2,4,0,25,4,24,10,0,1
1,8,1,35,1,26,10,1,0
6,3,1,35,3,38,4,0,1
7,4,1,34,3,21,2,0,0
4,6,1,4,2,33,2,1,0
2,5,0,3,3,22,8,1,1
6,5,1,8,4,39,6,1,0
0,2,0,10,0,3,3,1,0
1,4,0,51,3,30,5,0,0
1,6,1,3,3,30,1,2,0
1,4,1,25,0,25,2,1,1
1,3,1,41,4,32,9,0,0
6,1,0,18,3,38,11,0,1
5,5,0,16,1,6,0,0,1
1,8,0,33,0,25,11,1,0
3,7,1,41,4,7,11,1,0
6,5,0,44,4,39,7,1,1
1,4,0,17,4,32,0,0,0
3,0,1,22,0,0,0,2,0
1,4,0,31,3,30,0,1,1
1,3,0,1,1,26,0,2,1
4,8,1,48,3,35,7,1,0
7,3,0,27,3,21,8,1,0
1,0,0,10,2,28,7,0,0
1,2,0,43,1,26,0,1,0
3,0,1,41,4,7,2,0,0
1,0,0,42,4,32,6,1,0
1,7,0,47,0,25,8,0,0
1,4,0,46,0,25,0,0,1
1,8,0,17,1,26,3,1,1
7,5,0,28,3,21,7,1,0
6,5,0,51,0,29,7,0,1
2,4,1,36,1,18,2,0,1
1,3,0,14,4,32,8,0,0
3,1,0,1,2,4,9,0,0
2,9,0,0,4,24,2,0,1
3,6,1,16,2,4,9,0,0
3,4,0,22,0,0,8,1,0
4,4,1,39,4,36,4,1,0
1,4,0,15,0,25,11,1,0
2,6,1,27,0,11,8,0,1
5,9,1,19,3,13,8,0,0
3,6,0,1,1,1,7,0,0
1,2,1,36,2,28,9,1,1
4,2,1,45,4,36,3,1,1
3,2,0,26,1,1,0,0,1
4,4,1,46,1,31,3,0,0
2,3,0,16,1,18,2,0,0
1,4,1,16,3,30,11,0,1
7,2,0,51,2,19,1,2,0
3,8,0,30,1,1,8,0,0
1,0,1,4,3,30,3,1,1
2,4,1,25,4,24,5,0,0
5,3,0,42,1,6,8,0,1
4,2,0,41,0,27,3,0,0
5,4,0,36,1,6,4,0,0
1,6,1,22,1,26,2,1,0
4,6,0,46,1,31,6,1,1
0,4,1,10,2,12,6,1,0
1,4,0,39,0,25,6,1,0
1,1,0,41,1,26,3,0,1
2,2,0,51,2,20,9,1,1
1,2,1,35,4,32,8,0,1
7,2,0,49,1,16,9,0,0
1,1,0,25,3,30,1,1,1
7,4,0,28,2,19,4,0,0
3,5,1,34,1,1,9,1,1
7,9,0,36,0,10,3,1,1
1,5,0,22,1,26,7,0,0
1,4,0,49,4,32,1,2,0
7,4,0,45,4,23,1,0,1
5,9,1,1,1,6,8,1,0
3,6,1,38,4,7,7,1,0
1,1,1,48,3,30,8,1,0
2,8,1,2,4,24,4,1,0
1,2,0,5,0,25,8,0,0
2,4,1,17,4,24,3,1,0
1,5,0,0,1,26,1,0,0
6,1,1,39,0,29,5,1,0
1,7,0,31,3,30,6,1,0
3,4,0,10,1,1,0,1,0
7,8,0,37,3,21,5,0,1
0,4,0,28,0,3,11,1,0
1,5,0,51,0,25,11,1,1
1,7,1,37,0,25,1,2,0
4,2,1,25,3,35,9,0,0
3,6,1,51,2,4,7,0,1
1,9,1,16,2,28,2,1,0
6,6,0,33,1,34,0,2,1
1,3,1,4,0,25,6,0,0
0,5,1,1,1,8,7,0,0
1,5,0,42,1,26,9,1,1
7,4,0,44,4,23,0,0,0
3,6,1,11,3,5,2,0,0
3,5,0,38,0,0,9,0,1
1,6,1,4,0,25,1,1,0
6,5,0,22,2,37,6,0,0
0,7,0,25,1,8,10,1,0
1,5,1,34,4,32,7,1,0
0,1,0,30,1,8,8,1,0
5,6,0,27,1,6,0,2,1
1,8,0,40,1,26,10,0,0
1,2,1,13,3,30,6,0,1
2,7,0,6,2,20,0,2,0
1,5,1,25,0,25,6,0,1
5,3,0,33,0,2,11,0,1
3,3,1,37,4,7,0,0,0
1,5,1,36,1,26,8,1,0
2,4,0,40,1,18,3,1,0
4,0,0,48,2,33,11,0,0
1,5,0,37,0,25,8,1,0
2,4,1,26,2,20,10,0,1
1,7,0,3,3,30,3,0,1
3,6,1,33,4,7,5,0,0
3,0,0,2,1,1,9,1,1
3,6,0,15,4,7,8,0,1
6,6,0,12,2,37,0,0,1
0,7,1,40,2,12,3,1,0
7,7,1,13,3,21,4,0,1
7,1,0,14,0,10,8,0,0
1,6,0,11,3,30,11,0,0
1,6,0,28,4,32,11,0,0
1,7,1,31,4,32,0,2,0
1,6,0,29,1,26,4,0,0
1,4,0,5,4,32,5,0,0
1,1,0,40,3,30,1,2,0
2,5,0,1,1,18,5,0,1
1,1,1,32,1,26,10,0,0
4,4,0,35,2,33,0,2,1
3,2,0,29,4,7,7,0,0
1,3,0,45,1,26,4,0,0
5,7,0,43,0,2,8,1,1
1,5,0,44,0,25,2,0,0
1,5,0,3,1,26,9,0,1
0,5,0,6,2,12,8,1,0
4,5,1,36,2,33,3,0,1
2,5,1,29,1,18,5,1,1
4,5,0,4,1,31,5,0,1
1,5,1,43,4,32,6,1,1
1,7,0,18,3,30,7,1,1
3,3,1,17,2,4,11,0,0
1,4,0,1,3,30,2,0,1
6,6,0,37,1,34,6,1,1
6,8,1,8,1,34,10,0,0
2,1,0,23,0,11,6,0,0
0,6,0,25,4,17,7,1,0
4,6,1,5,1,31,2,1,0
1,4,1,2,4,32,4,0,0
3,7,0,12,2,4,4,0,0
1,6,1,16,3,30,0,2,1
1,9,0,12,4,32,0,1,1
2,8,0,12,4,24,6,0,1
7,0,1,4,0,10,0,0,1
1,6,0,19,2,28,0,0,1
1,7,1,27,1,26,8,1,1
1,1,0,20,0,25,7,1,0
7,7,0,23,4,23,5,1,0
1,9,1,47,0,25,3,1,1
7,6,0,6,1,16,10,0,1
0,4,1,50,2,12,0,0,1
1,6,0,6,0,25,9,1,1
1,4,0,35,4,32,7,1,1
1,9,0,1,1,26,11,0,1
1,2,1,21,4,32,1,0,1
0,7,0,48,4,17,9,0,0
2,5,0,8,1,18,9,0,1
1,6,1,45,0,25,6,1,1
1,2,1,24,4,32,6,0,0
0,0,1,33,2,12,2,0,0
0,2,0,38,1,8,10,1,1
1,5,0,47,4,32,7,0,1
1,9,0,19,0,25,8,0,1
4,4,0,32,1,31,3,1,0
4,9,1,34,3,35,3,1,1
4,6,0,26,3,35,2,0,0
3,5,1,13,0,0,3,0,1
7,1,0,26,2,19,3,0,0
1,6,0,36,2,28,10,1,1
3,0,0,18,1,1,8,1,1
7,3,0,31,1,16,7,1,0
2,3,1,18,1,18,0,1,0
1,6,0,33,2,28,2,1,0
1,9,0,36,3,30,1,0,0
1,4,0,46,4,32,0,2,0
3,5,1,5,2,4,3,0,1
4,4,0,17,1,31,2,1,0
1,3,0,21,1,26,1,0,0
0,8,1,19,0,3,11,1,1
4,4,1,25,1,31,2,1,0
4,6,0,6,0,27,11,1,0
1,1,1,32,1,26,11,0,0
1,5,0,14,4,32,9,0,0
1,3,1,4,1,26,0,2,1
2,6,0,2,3,22,4,1,1
1,0,0,21,1,26,11,1,1
4,9,0,18,1,31,1,2,1
1,7,1,8,3,30,7,1,1
4,5,1,50,4,36,8,0,0
2,5,0,11,4,24,5,0,0
1,0,0,41,3,30,7,0,0
3,9,0,32,0,0,5,1,1
1,7,1,5,0,25,1,0,0
3,9,1,48,3,5,0,2,0
7,0,0,36,4,23,8,1,1
2,0,0,37,3,22,1,1,1
1,8,1,8,1,26,3,0,1
1,5,1,4,3,30,9,1,0
3,9,1,9,3,5,1,1,1
1,1,0,38,0,25,8,1,1
3,0,0,38,2,4,8,0,1
5,8,0,45,3,13,2,0,0
1,3,0,9,1,26,0,2,1
2,4,1,29,4,24,6,1,1
3,4,0,22,4,7,11,0,0
0,5,0,23,2,12,3,1,0
7,4,0,51,2,19,2,0,1
1,9,1,3,3,30,8,1,1
1,4,0,47,2,28,1,1,1
5,0,1,39,1,6,3,0,0
1,3,0,3,1,26,11,0,1
7,5,1,2,3,21,10,0,1
1,4,0,36,0,25,6,1,1
3,8,0,23,2,4,7,1,0
2,5,0,24,1,18,7,0,1
2,4,0,34,1,18,0,0,1
2,7,0,25,4,24,5,0,1
3,5,0,2,3,5,5,1,0
3,7,1,49,2,4,5,1,0
1,4,0,24,2,28,6,0,1
2,3,0,6,0,11,10,1,1
1,5,0,9,2,28,11,1,1
1,7,1,19,3,30,1,0,0
4,4,0,13,2,33,0,0,0
3,4,0,15,3,5,1,0,0
2,5,0,32,4,24,2,1,1
3,3,1,47,0,0,1,0,1
2,4,1,21,2,20,5,0,0
3,4,1,10,2,4,1,1,0
1,6,0,30,1,26,8,0,1
6,9,1,25,2,37,4,0,0
2,4,0,11,3,22,4,1,1
2,6,0,38,0,11,4,1,0
3,4,1,34,1,1,9,0,0
2,3,0,33,2,20,1,0,1
1,5,0,19,0,25,11,1,1
1,5,0,25,2,28,11,0,0
2,7,0,3,0,11,5,0,0
1,5,0,2,3,30,5,1,0
2,3,1,29,2,20,8,0,0
6,8,0,34,3,38,9,1,0
7,6,0,16,1,16,6,1,0
2,6,0,14,4,24,9,0,0
1,6,1,19,4,32,3,0,0
0,4,0,3,4,17,7,0,1
6,6,1,9,3,38,7,0,0
7,7,1,2,3,21,2,1,1
7,5,1,12,1,16,5,1,1
3,4,0,49,4,7,5,1,0
2,9,0,32,1,18,0,2,0
2,6,0,16,2,20,10,0,1
6,6,0,16,3,38,5,0,0
2,5,0,32,3,22,4,1,1
1,3,0,23,1,26,10,0,0
4,4,0,47,3,35,4,1,1
3,2,1,34,3,5,10,1,0
6,5,0,50,3,38,0,1,0
7,6,1,6,0,10,11,0,0
5,9,1,18,0,2,7,0,0
4,6,0,2,0,27,11,1,1
4,5,0,8,4,36,8,1,0
1,4,1,47,2,28,1,1,1
1,4,0,27,4,32,10,1,1
1,5,0,15,2,28,8,1,0
3,9,1,32,1,1,8,1,0
1,9,1,13,2,28,9,1,0
4,7,0,30,4,36,4,0,1
7,5,1,12,0,10,10,1,0
6,4,1,41,1,34,9,1,0
1,6,0,39,0,25,1,2,1
2,4,1,2,2,20,0,0,0
3,4,1,49,0,0,7,1,0
1,3,0,48,3,30,8,0,0
1,0,0,19,3,30,6,0,0
3,5,0,5,0,0,2,2,0
1,3,0,39,3,30,5,1,1
3,4,1,22,1,1,9,0,0
6,4,0,42,1,34,2,1,0
5,4,0,28,4,14,0,2,0
3,8,0,48,4,7,8,1,1
1,4,0,43,2,28,1,1,0
1,6,0,28,2,28,3,0,1
3,9,0,48,0,0,8,1,0
3,4,0,29,3,5,11,0,1
3,5,1,31,0,0,1,0,0
3,6,0,28,4,7,8,0,1
2,0,0,42,1,18,4,0,1
1,4,1,19,3,30,2,0,1
1,6,0,33,3,30,6,0,0
1,6,1,0,3,30,10,0,1
1,5,1,42,3,30,9,0,0
4,5,1,1,3,35,6,1,0
4,6,1,20,0,27,4,0,1
1,3,0,39,0,25,0,1,1
1,2,0,33,3,30,0,0,1
3,7,1,46,4,7,4,0,1
4,5,0,15,2,33,8,1,0
2,9,1,10,0,11,9,0,0
3,5,1,29,4,7,9,0,0
1,8,1,34,2,28,5,1,0
6,6,1,6,1,34,8,0,0
3,5,1,3,0,0,7,0,1
1,5,0,18,4,32,4,0,0
1,7,0,46,1,26,4,0,0
3,5,1,46,0,0,10,0,0
4,8,1,42,2,33,10,0,1
3,7,1,7,3,5,0,1,1
1,3,1,12,4,32,3,0,1
3,5,0,40,1,1,2,0,1
1,6,0,2,2,28,3,1,1
3,5,1,8,3,5,2,1,0
3,0,0,27,3,5,5,1,1
7,7,0,7,4,23,7,1,0
7,6,0,16,4,23,8,0,1
2,2,1,15,1,18,9,0,0
2,5,0,47,4,24,6,0,0
4,5,0,43,1,31,8,0,0
1,4,0,11,3,30,0,0,0
2,5,0,0,2,20,2,0,1
3,5,1,37,4,7,8,0,1
1,5,0,31,2,28,8,1,0
3,5,0,39,0,0,7,0,0
3,6,1,44,0,0,0,2,1
2,1,0,9,4,24,1,0,1
5,6,0,41,4,14,10,0,0
2,5,1,43,0,11,8,0,0
1,6,0,5,2,28,4,0,0
1,3,0,10,0,25,4,0,0
3,6,1,30,4,7,4,1,1
0,5,0,41,3,15,3,0,0
1,2,0,36,4,32,1,1,1
3,5,0,13,3,5,2,1,1
7,4,0,46,0,10,3,0,1
2,0,0,15,1,18,10,0,0
2,6,1,28,3,22,6,0,0
7,3,0,32,3,21,4,1,1
1,5,0,2,0,25,10,1,0
1,6,1,27,4,32,4,0,0
4,3,0,12,4,36,3,0,1
7,3,1,9,0,10,0,1,1
1,5,1,13,0,25,5,1,0
1,4,1,13,0,25,5,1,0
4,7,0,15,1,31,11,1,1
1,9,0,8,2,28,6,1,0
2,4,0,31,0,11,8,1,1
3,5,1,51,2,4,6,0,1
1,4,1,46,4,32,5,1,1
3,9,0,51,1,1,3,1,0
4,5,0,42,0,27,3,0,1
1,0,0,23,1,26,11,0,1
1,5,0,33,1,26,2,1,0
1,7,1,46,4,32,10,0,1
3,7,0,19,4,7,3,0,1
1,5,0,51,3,30,3,0,1
1,7,0,37,4,32,8,1,1
3,4,1,16,2,4,3,0,0
2,5,0,33,4,24,6,0,0
0,4,1,39,1,8,1,0,0
7,2,0,9,1,16,8,1,0
4,5,1,19,3,35,6,1,1
7,9,0,44,3,21,10,1,0
0,6,0,5,3,15,11,0,0
4,1,0,28,0,27,2,1,1
3,6,0,16,3,5,10,0,0
1,2,0,33,0,25,7,0,1
1,4,0,49,0,25,1,0,0
6,4,0,34,3,38,9,0,1
2,5,0,15,3,22,9,0,0
4,6,1,14,4,36,8,0,1
5,8,1,19,1,6,3,0,0
1,9,0,11,4,32,7,1,0
5,5,0,29,4,14,6,1,0
7,3,1,1,2,19,1,1,0
3,7,0,13,2,4,1,2,1
1,4,0,25,4,32,0,0,0
1,6,1,11,2,28,10,1,0
0,4,0,4,2,12,7,0,0
1,5,0,7,3,30,4,1,0
5,6,0,40,1,6,10,1,0
1,4,1,11,3,30,2,1,1
2,8,1,20,2,20,5,0,1
4,5,0,2,3,35,11,1,0
1,6,1,45,1,26,3,1,1
7,4,1,5,2,19,0,2,1
1,7,1,20,3,30,8,1,1
1,6,0,13,1,26,3,0,0
1,2,0,38,0,25,3,0,0
5,5,0,14,0,2,0,1,1
3,5,1,20,1,1,8,0,1
4,0,0,6,0,27,0,2,0
1,6,1,23,3,30,1,1,1
1,5,1,23,1,26,10,0,0
1,7,0,19,3,30,5,0,0
0,9,0,3,3,15,1,1,1
5,3,0,46,3,13,9,0,0
3,2,1,48,1,1,4,0,1
2,7,0,5,0,11,2,0,0
7,0,0,16,0,10,0,0,1
4,4,1,51,0,27,4,1,1
2,3,0,10,0,11,10,1,0
3,4,0,10,4,7,4,0,0
5,0,0,38,2,9,8,1,1
